uid,link_id,road_name,injury_svrity,epdo_score,acc_yr,acc_mon,acc_time,week_type,acc_type,violation,road_type,lon,lat
2024,572541669,돌마로,경상,0,2024,1,19시,평일,차대차 - 기타,안전운전불이행,107,127.13634570176542,37.379663172910064
2024,571546898,,부상신고,0,2024,1,07시,평일,차대차 - 기타,안전운전불이행,107,127.12005316366293,37.34923537438179
2024,572500794,야탑로,상해없음,0,2024,1,10시,평일,차대차 - 기타,안전거리미확보,107,127.13825776456167,37.4095677459607
2024,571501766,경부고속도로,중상,0,2024,1,17시,평일,차대차 - 충돌,안전거리미확보,101,127.10029671314612,37.3998728975561
2024,571558339,판교로,경상,0,2024,1,23시,평일,차대차 - 기타,안전운전불이행,107,127.10431271071452,37.40320346888661
2024,571540579,분당수서간고속화도로,경상,0,2024,1,13시,평일,차대차 - 기타,안전거리미확보,102,127.12045562812527,37.394864571336385
2024,572542835,판교로,경상,0,2024,1,15시,평일,차대차 - 충돌,안전운전불이행,107,127.15787019742068,37.4054888077072
2024,571501207,구미로,경상,0,2024,1,12시,평일,차대차 - 충돌,안전거리미확보,107,127.11277182846091,37.338007547543306
2024,571558228,돌마로,경상,0,2024,1,15시,평일,차대차 - 추돌,안전운전불이행,107,127.11046355938291,37.349961348540894
2024,571555846,용인서울고속도로,경상,0,2024,1,16시,평일,차대차 - 기타,안전운전불이행,108,127.06954144392243,37.38822731760467
2024,571555512,대왕판교로644번길,상해없음,0,2024,1,08시,평일,차대차 - 기타,신호위반,107,127.10948295203116,37.39974134622023
2024,571557520,분당내곡로,중상,0,2024,1,18시,평일,차대사람 - 기타,보행자보호의무위반,107,127.11277071584817,37.3931630928308
2024,571544432,내정로129번길,경상,0,2024,1,20시,평일,차대차 - 기타,안전운전불이행,107,127.11528491680811,37.37205198411713
2024,571500304,성남대로331번길,경상,0,2024,1,21시,평일,차대차 - 기타,안전운전불이행,107,127.10688184709292,37.36559750495984
2024,571558229,금곡로,경상,0,2024,1,22시,평일,차대차 - 기타,안전운전불이행,107,127.12013235105624,37.3469641394713
2024,571543552,성남대로,경상,0,2024,1,10시,평일,차대차 - 기타,안전거리미확보,107,127.10913913955352,37.350614990268184
2024,572501264,성남대로,,0,2024,1,04시,평일,차량단독 - 기타,안전운전불이행,107,127.12878982715971,37.41388302676118
2024,571452971,경부고속도로,경상,0,2024,1,10시,평일,차대차 - 기타,안전운전불이행,101,127.10345536626289,37.347161800881146
2024,571556630,구미로,경상,0,2024,1,13시,평일,차대차 - 기타,중앙선침범,107,127.11167959088085,37.337463136042196
2024,571543552,성남대로,경상,0,2024,1,17시,평일,차대차 - 기타,안전운전불이행,107,127.10888873194799,37.35100175770121
2024,571510417,분당수서간고속화도로,중상,0,2024,1,04시,평일,차대사람 - 횡단중,신호위반,108,127.11930561408094,37.40556922918328
2024,571541440,,경상,0,2024,1,08시,평일,차대차 - 기타,교차로운행방법위반,107,127.10448321926496,37.35353802544822
2024,572541035,양현로,사망,0,2024,1,09시,평일,차대사람 - 횡단중,보행자보호의무위반,107,127.12419268716695,37.41119141957547
2024,572540684,돌마로,경상,0,2024,1,09시,평일,차대차 - 기타,안전거리미확보,107,127.14383538863824,37.41290174222274
2024,571548478,판교로,중상,0,2024,1,10시,평일,차대차 - 기타,신호위반,107,127.10584946870738,37.40318156046386
2024,572541024,야탑로,경상,0,2024,1,17시,평일,차대차 - 기타,기타,107,127.130041772899,37.409776680202654
2024,571557224,판교로,중상,0,2024,1,18시,평일,차대차 - 기타,안전거리미확보,107,127.11346439114303,37.40327881007283
2024,571551468,분당수서간고속화도로,경상,0,2024,1,18시,평일,차대차 - 기타,교차로운행방법위반,108,127.12069166441226,37.41303707148995
2024,572501292,수내로,중상,0,2024,1,20시,평일,차대차 - 충돌,신호위반,107,127.12552888705216,37.3720217653705
2024,572541496,서현로,,0,2024,1,02시,평일,차량단독 - 충돌,안전운전불이행,107,127.15044867198675,37.36367912892268
2024,572500774,분당로263번길,경상,0,2024,1,09시,평일,차대차 - 기타,기타,107,127.1390085581529,37.37082878354445
2024,571557911,경부고속도로,경상,0,2024,1,10시,평일,차대차 - 기타,안전거리미확보,108,127.10252022590284,37.396022501495196
2024,572500644,불정로376번길,경상,0,2024,1,23시,평일,차대차 - 기타,교차로운행방법위반,107,127.1365312812706,37.37397603128042
2024,571500548,미금로,중상,0,2024,1,00시,평일,차대사람 - 기타,안전운전불이행,107,127.11619080795201,37.34054256880437
