gid,pop,sigungu,emd
다사642368,39,성남시,고등동
다사641369,28,성남시,고등동
다사643368,26,성남시,고등동
다사643367,17,성남시,고등동
다사642366,16,성남시,고등동
다사641368,14,성남시,고등동
다사643365,14,성남시,고등동
다사642369,13,성남시,고등동
다사642367,12,성남시,고등동
다사644364,12,성남시,고등동
다사646363,12,성남시,고등동
다사646369,12,성남시,고등동
다사643366,11,성남시,고등동
다사647368,11,성남시,고등동
다사632373,8,성남시,고등동
다사641366,8,성남시,고등동
다사646368,6,성남시,고등동
다사619364,5,성남시,고등동
다사631373,5,성남시,고등동
다사632374,5,성남시,고등동
다사635370,5,성남시,고등동
다사641367,5,성남시,고등동
다사642365,5,성남시,고등동
다사643375,5,성남시,고등동
다사645362,5,성남시,고등동
다사645368,5,성남시,고등동
다사646361,5,성남시,고등동
다사646364,5,성남시,고등동
다사646365,5,성남시,고등동
다사647363,5,성남시,고등동
다사647365,5,성남시,고등동
다사647367,5,성남시,고등동
다사649365,5,성남시,고등동
다사649367,5,성남시,고등동
다사620368,N/A,성남시,고등동
다사621365,N/A,성남시,고등동
다사622370,N/A,성남시,고등동
다사631372,N/A,성남시,고등동
다사641365,N/A,성남시,고등동
다사642375,N/A,성남시,고등동
다사644365,N/A,성남시,고등동
다사644368,N/A,성남시,고등동
다사644375,N/A,성남시,고등동
다사645365,N/A,성남시,고등동
다사645369,N/A,성남시,고등동
다사646362,N/A,성남시,고등동
다사647362,N/A,성남시,고등동
다사647369,N/A,성남시,고등동
다사650367,N/A,성남시,고등동
다사657278,40,성남시,구미1동
다사657277,32,성남시,구미1동
다사656276,31,성남시,구미1동
다사658276,31,성남시,구미1동
다사660278,30,성남시,구미1동
다사661279,30,성남시,구미1동
다사657276,28,성남시,구미1동
다사660276,26,성남시,구미1동
다사658278,24,성남시,구미1동
다사659278,23,성남시,구미1동
다사658279,22,성남시,구미1동
다사656278,21,성남시,구미1동
다사661278,20,성남시,구미1동
다사658277,19,성남시,구미1동
다사657275,17,성남시,구미1동
다사658275,17,성남시,구미1동
다사659279,17,성남시,구미1동
다사661276,17,성남시,구미1동
다사660277,16,성남시,구미1동
다사660279,15,성남시,구미1동
다사661277,14,성남시,구미1동
다사643271,13,성남시,구미1동
다사646271,13,성남시,구미1동
다사656277,13,성남시,구미1동
다사644271,12,성남시,구미1동
다사656279,12,성남시,구미1동
다사649272,8,성남시,구미1동
다사654276,8,성남시,구미1동
다사660281,8,성남시,구미1동
다사645271,7,성남시,구미1동
다사659280,6,성남시,구미1동
다사645275,5,성남시,구미1동
다사652275,5,성남시,구미1동
다사652276,5,성남시,구미1동
다사652277,5,성남시,구미1동
다사653278,5,성남시,구미1동
다사654275,5,성남시,구미1동
다사654277,5,성남시,구미1동
다사655274,5,성남시,구미1동
다사655275,5,성남시,구미1동
다사655276,5,성남시,구미1동
다사655277,5,성남시,구미1동
다사656275,5,성남시,구미1동
다사658280,5,성남시,구미1동
다사659275,5,성남시,구미1동
다사659281,5,성남시,구미1동
다사660275,5,성남시,구미1동
다사660280,5,성남시,구미1동
다사660282,5,성남시,구미1동
다사661275,5,성남시,구미1동
다사661280,5,성남시,구미1동
다사662275,5,성남시,구미1동
다사662278,5,성남시,구미1동
다사662279,5,성남시,구미1동
다사662280,5,성남시,구미1동
다사662281,5,성남시,구미1동
다사638276,N/A,성남시,구미1동
다사652279,N/A,성남시,구미1동
다사654279,N/A,성남시,구미1동
다사661281,N/A,성남시,구미1동
다사662268,44,성남시,구미동
다사659267,37,성남시,구미동
다사657265,34,성남시,구미동
다사662266,34,성남시,구미동
다사661264,33,성남시,구미동
다사658266,32,성남시,구미동
다사660263,32,성남시,구미동
다사658267,27,성남시,구미동
다사659268,27,성남시,구미동
다사663263,26,성남시,구미동
다사663266,26,성남시,구미동
다사663267,26,성남시,구미동
다사663268,25,성남시,구미동
다사660262,23,성남시,구미동
다사662263,23,성남시,구미동
다사662267,23,성남시,구미동
다사658265,22,성남시,구미동
다사664267,22,성남시,구미동
다사651264,21,성남시,구미동
다사663261,21,성남시,구미동
다사659263,20,성남시,구미동
다사659266,20,성남시,구미동
다사658268,19,성남시,구미동
다사667270,19,성남시,구미동
다사661262,18,성남시,구미동
다사661266,18,성남시,구미동
다사661268,18,성남시,구미동
다사664269,18,성남시,구미동
다사661263,16,성남시,구미동
다사661267,16,성남시,구미동
다사658264,15,성남시,구미동
다사665264,14,성남시,구미동
다사665267,14,성남시,구미동
다사650265,13,성남시,구미동
다사659262,13,성남시,구미동
다사664265,12,성남시,구미동
다사655273,11,성남시,구미동
다사659264,11,성남시,구미동
다사663262,11,성남시,구미동
다사667269,11,성남시,구미동
다사662262,10,성남시,구미동
다사660274,9,성남시,구미동
다사668269,9,성남시,구미동
다사654273,8,성남시,구미동
다사657274,8,성남시,구미동
다사659272,8,성남시,구미동
다사659273,8,성남시,구미동
다사659274,8,성남시,구미동
다사660272,8,성남시,구미동
다사661274,8,성남시,구미동
다사664266,8,성남시,구미동
다사665270,8,성남시,구미동
다사666268,8,성남시,구미동
다사666271,8,성남시,구미동
다사668271,8,성남시,구미동
다사661271,7,성남시,구미동
다사665269,7,성남시,구미동
다사660273,6,성남시,구미동
다사661273,6,성남시,구미동
다사662273,6,성남시,구미동
다사647268,5,성남시,구미동
다사647269,5,성남시,구미동
다사651265,5,성남시,구미동
다사652269,5,성남시,구미동
다사654263,5,성남시,구미동
다사655263,5,성남시,구미동
다사655265,5,성남시,구미동
다사655266,5,성남시,구미동
다사655267,5,성남시,구미동
다사655272,5,성남시,구미동
다사656272,5,성남시,구미동
다사656273,5,성남시,구미동
다사657267,5,성남시,구미동
다사657272,5,성남시,구미동
다사657273,5,성남시,구미동
다사658263,5,성남시,구미동
다사658271,5,성남시,구미동
다사658272,5,성남시,구미동
다사658274,5,성남시,구미동
다사659265,5,성남시,구미동
다사659271,5,성남시,구미동
다사660264,5,성남시,구미동
다사660271,5,성남시,구미동
다사661272,5,성남시,구미동
다사662274,5,성남시,구미동
다사663265,5,성남시,구미동
다사667265,5,성남시,구미동
다사667271,5,성남시,구미동
다사667272,5,성남시,구미동
다사668272,5,성남시,구미동
다사668274,5,성남시,구미동
다사669269,5,성남시,구미동
다사669270,5,성남시,구미동
다사669272,5,성남시,구미동
다사647270,N/A,성남시,구미동
다사654268,N/A,성남시,구미동
다사656274,N/A,성남시,구미동
다사659261,N/A,성남시,구미동
다사660266,N/A,성남시,구미동
다사661261,N/A,성남시,구미동
다사662261,N/A,성남시,구미동
다사662272,N/A,성남시,구미동
다사666267,N/A,성남시,구미동
다사666269,N/A,성남시,구미동
다사667273,N/A,성남시,구미동
다사668273,N/A,성남시,구미동
다사669271,N/A,성남시,구미동
다사669273,N/A,성남시,구미동
다사669274,N/A,성남시,구미동
다사670270,N/A,성남시,구미동
다사650280,97,성남시,금곡동
다사650286,71,성남시,금곡동
다사650285,67,성남시,금곡동
다사650284,64,성남시,금곡동
다사650282,55,성남시,금곡동
다사652284,53,성남시,금곡동
다사652283,52,성남시,금곡동
다사650281,50,성남시,금곡동
다사651286,46,성남시,금곡동
다사652286,41,성남시,금곡동
다사652285,25,성남시,금곡동
다사651285,24,성남시,금곡동
다사651283,21,성남시,금곡동
다사653281,18,성남시,금곡동
다사656281,14,성남시,금곡동
다사652281,11,성남시,금곡동
다사644301,8,성남시,금곡동
다사645289,8,성남시,금곡동
다사645301,8,성남시,금곡동
다사651282,8,성남시,금곡동
다사654284,8,성남시,금곡동
다사656284,8,성남시,금곡동
다사638301,5,성남시,금곡동
다사642288,5,성남시,금곡동
다사642302,5,성남시,금곡동
다사643294,5,성남시,금곡동
다사644294,5,성남시,금곡동
다사645303,5,성남시,금곡동
다사646288,5,성남시,금곡동
다사646300,5,성남시,금곡동
다사646301,5,성남시,금곡동
다사646302,5,성남시,금곡동
다사651280,5,성남시,금곡동
다사651284,5,성남시,금곡동
다사652280,5,성남시,금곡동
다사652282,5,성남시,금곡동
다사653280,5,성남시,금곡동
다사653282,5,성남시,금곡동
다사654281,5,성남시,금곡동
다사654282,5,성남시,금곡동
다사654283,5,성남시,금곡동
다사655281,5,성남시,금곡동
다사655282,5,성남시,금곡동
다사655284,5,성남시,금곡동
다사656280,5,성남시,금곡동
다사656283,5,성남시,금곡동
다사656285,5,성남시,금곡동
다사657280,5,성남시,금곡동
다사657282,5,성남시,금곡동
다사657284,5,성남시,금곡동
다사658281,5,성남시,금곡동
다사658283,5,성남시,금곡동
다사659282,5,성남시,금곡동
다사637300,N/A,성남시,금곡동
다사641293,N/A,성남시,금곡동
다사641302,N/A,성남시,금곡동
다사642301,N/A,성남시,금곡동
다사643289,N/A,성남시,금곡동
다사643290,N/A,성남시,금곡동
다사643302,N/A,성남시,금곡동
다사644288,N/A,성남시,금곡동
다사644293,N/A,성남시,금곡동
다사645288,N/A,성남시,금곡동
다사645302,N/A,성남시,금곡동
다사657285,N/A,성남시,금곡동
다사658282,N/A,성남시,금곡동
다사659283,N/A,성남시,금곡동
다사705384,46,성남시,금광1동
다사706383,32,성남시,금광1동
다사706382,30,성남시,금광1동
다사700383,27,성남시,금광1동
다사707384,23,성남시,금광1동
다사699382,21,성남시,금광1동
다사701381,20,성남시,금광1동
다사705382,20,성남시,금광1동
다사703383,19,성남시,금광1동
다사698381,18,성남시,금광1동
다사706384,18,성남시,금광1동
다사699383,17,성남시,금광1동
다사700380,17,성남시,금광1동
다사703385,17,성남시,금광1동
다사701382,16,성남시,금광1동
다사704384,16,성남시,금광1동
다사708383,16,성남시,금광1동
다사698383,15,성남시,금광1동
다사699381,15,성남시,금광1동
다사701380,15,성남시,금광1동
다사703381,15,성남시,금광1동
다사703384,15,성남시,금광1동
다사697382,14,성남시,금광1동
다사702382,14,성남시,금광1동
다사704385,14,성남시,금광1동
다사701383,13,성남시,금광1동
다사702384,13,성남시,금광1동
다사699380,12,성남시,금광1동
다사703382,12,성남시,금광1동
다사705383,12,성남시,금광1동
다사703386,11,성남시,금광1동
다사704381,11,성남시,금광1동
다사705385,11,성남시,금광1동
다사700381,8,성남시,금광1동
다사701379,8,성남시,금광1동
다사701385,8,성남시,금광1동
다사704386,8,성남시,금광1동
다사707385,8,성남시,금광1동
다사708387,8,성남시,금광1동
다사698382,6,성남시,금광1동
다사701384,6,성남시,금광1동
다사697383,5,성남시,금광1동
다사698380,5,성남시,금광1동
다사700379,5,성남시,금광1동
다사700385,5,성남시,금광1동
다사702380,5,성남시,금광1동
다사702381,5,성남시,금광1동
다사704382,5,성남시,금광1동
다사705386,5,성남시,금광1동
다사706385,5,성남시,금광1동
다사706386,5,성남시,금광1동
다사707386,5,성남시,금광1동
다사708384,5,성남시,금광1동
다사696384,N/A,성남시,금광1동
다사698384,N/A,성남시,금광1동
다사700384,N/A,성남시,금광1동
다사702385,N/A,성남시,금광1동
다사707383,N/A,성남시,금광1동
다사709384,N/A,성남시,금광1동
다사710390,44,성남시,금광2동
다사710388,40,성남시,금광2동
다사711390,30,성남시,금광2동
다사711391,28,성남시,금광2동
다사711389,27,성남시,금광2동
다사704388,23,성남시,금광2동
다사705391,23,성남시,금광2동
다사708392,20,성남시,금광2동
다사710391,20,성남시,금광2동
다사700387,19,성남시,금광2동
다사703390,19,성남시,금광2동
다사704387,19,성남시,금광2동
다사701390,18,성남시,금광2동
다사702388,17,성남시,금광2동
다사698386,16,성남시,금광2동
다사701386,16,성남시,금광2동
다사699386,15,성남시,금광2동
다사703389,15,성남시,금광2동
다사704391,15,성남시,금광2동
다사709389,15,성남시,금광2동
다사701391,14,성남시,금광2동
다사707392,13,성남시,금광2동
다사698387,12,성남시,금광2동
다사699387,12,성남시,금광2동
다사700388,12,성남시,금광2동
다사704389,12,성남시,금광2동
다사709388,12,성남시,금광2동
다사697388,11,성남시,금광2동
다사699385,11,성남시,금광2동
다사700391,11,성남시,금광2동
다사703387,11,성남시,금광2동
다사708388,11,성남시,금광2동
다사709390,11,성남시,금광2동
다사702386,10,성남시,금광2동
다사698388,8,성남시,금광2동
다사699391,8,성남시,금광2동
다사700386,8,성남시,금광2동
다사701387,8,성남시,금광2동
다사701393,8,성남시,금광2동
다사706391,8,성남시,금광2동
다사709393,8,성남시,금광2동
다사698391,7,성남시,금광2동
다사699388,6,성남시,금광2동
다사710389,6,성남시,금광2동
다사696386,5,성남시,금광2동
다사697387,5,성남시,금광2동
다사698385,5,성남시,금광2동
다사698389,5,성남시,금광2동
다사698390,5,성남시,금광2동
다사699389,5,성남시,금광2동
다사699390,5,성남시,금광2동
다사699392,5,성남시,금광2동
다사700389,5,성남시,금광2동
다사700390,5,성남시,금광2동
다사700392,5,성남시,금광2동
다사700393,5,성남시,금광2동
다사700394,5,성남시,금광2동
다사701388,5,성남시,금광2동
다사701392,5,성남시,금광2동
다사702387,5,성남시,금광2동
다사702389,5,성남시,금광2동
다사702390,5,성남시,금광2동
다사704390,5,성남시,금광2동
다사705387,5,성남시,금광2동
다사705388,5,성남시,금광2동
다사705390,5,성남시,금광2동
다사707391,5,성남시,금광2동
다사709392,5,성남시,금광2동
다사697385,N/A,성남시,금광2동
다사697386,N/A,성남시,금광2동
다사699393,N/A,성남시,금광2동
다사695391,61,성남시,단대동
다사696392,58,성남시,단대동
다사697391,42,성남시,단대동
다사696390,36,성남시,단대동
다사696389,28,성남시,단대동
다사697389,26,성남시,단대동
다사697390,19,성남시,단대동
다사699397,19,성남시,단대동
다사697399,18,성남시,단대동
다사692389,17,성남시,단대동
다사698392,16,성남시,단대동
다사696399,15,성남시,단대동
다사695390,14,성남시,단대동
다사696393,13,성남시,단대동
다사699396,13,성남시,단대동
다사692390,12,성남시,단대동
다사696387,12,성남시,단대동
다사693389,11,성남시,단대동
다사693391,8,성남시,단대동
다사694387,8,성남시,단대동
다사695388,8,성남시,단대동
다사696388,8,성남시,단대동
다사697393,8,성남시,단대동
다사698398,8,성남시,단대동
다사697400,7,성남시,단대동
다사696391,6,성남시,단대동
다사698397,6,성남시,단대동
다사694388,5,성남시,단대동
다사694390,5,성남시,단대동
다사695386,5,성남시,단대동
다사695387,5,성남시,단대동
다사695397,5,성남시,단대동
다사695399,5,성남시,단대동
다사695400,5,성남시,단대동
다사696398,5,성남시,단대동
다사696401,5,성남시,단대동
다사697392,5,성남시,단대동
다사697401,5,성남시,단대동
다사697403,5,성남시,단대동
다사698395,5,성남시,단대동
다사698399,5,성남시,단대동
다사698403,5,성남시,단대동
다사698404,5,성남시,단대동
다사699395,5,성남시,단대동
다사696400,N/A,성남시,단대동
다사696403,N/A,성남시,단대동
다사700395,N/A,성남시,단대동
다사675355,69,성남시,도촌동
다사678357,54,성남시,도촌동
다사696352,45,성남시,도촌동
다사688350,44,성남시,도촌동
다사673354,40,성남시,도촌동
다사687350,40,성남시,도촌동
다사674355,35,성남시,도촌동
다사695353,34,성남시,도촌동
다사675354,31,성남시,도촌동
다사679355,30,성남시,도촌동
다사673355,27,성남시,도촌동
다사677355,25,성남시,도촌동
다사677356,25,성남시,도촌동
다사678355,25,성남시,도촌동
다사700348,24,성남시,도촌동
다사686349,22,성남시,도촌동
다사694351,22,성남시,도촌동
다사696353,21,성남시,도촌동
다사678356,20,성남시,도촌동
다사679356,20,성남시,도촌동
다사698349,20,성남시,도촌동
다사700349,20,성남시,도촌동
다사672355,19,성남시,도촌동
다사674354,18,성남시,도촌동
다사676354,18,성남시,도촌동
다사677354,17,성남시,도촌동
다사695352,17,성남시,도촌동
다사702347,17,성남시,도촌동
다사676355,16,성남시,도촌동
다사691349,16,성남시,도촌동
다사698350,16,성남시,도촌동
다사699347,16,성남시,도촌동
다사689351,15,성남시,도촌동
다사697351,15,성남시,도촌동
다사699348,15,성남시,도촌동
다사703347,15,성남시,도촌동
다사673353,14,성남시,도촌동
다사688349,14,성남시,도촌동
다사675353,13,성남시,도촌동
다사693350,13,성남시,도촌동
다사693351,13,성남시,도촌동
다사694349,13,성남시,도촌동
다사696350,13,성남시,도촌동
다사697352,13,성남시,도촌동
다사701347,13,성남시,도촌동
다사678354,12,성남시,도촌동
다사679353,12,성남시,도촌동
다사692351,12,성남시,도촌동
다사700347,12,성남시,도촌동
다사704346,12,성남시,도촌동
다사669353,11,성남시,도촌동
다사673357,11,성남시,도촌동
다사675357,11,성남시,도촌동
다사693349,11,성남시,도촌동
다사696349,11,성남시,도촌동
다사699350,11,성남시,도촌동
다사690349,10,성남시,도촌동
다사667353,8,성남시,도촌동
다사668353,8,성남시,도촌동
다사668355,8,성남시,도촌동
다사672353,8,성남시,도촌동
다사672354,8,성남시,도촌동
다사674357,8,성남시,도촌동
다사676353,8,성남시,도촌동
다사678353,8,성남시,도촌동
다사679354,8,성남시,도촌동
다사687349,8,성남시,도촌동
다사689349,8,성남시,도촌동
다사690352,8,성남시,도촌동
다사691352,8,성남시,도촌동
다사692352,8,성남시,도촌동
다사693352,8,성남시,도촌동
다사697349,8,성남시,도촌동
다사698347,8,성남시,도촌동
다사698348,8,성남시,도촌동
다사703346,8,성남시,도촌동
다사704347,8,성남시,도촌동
다사673356,7,성남시,도촌동
다사689350,6,성남시,도촌동
다사668354,5,성남시,도촌동
다사669354,5,성남시,도촌동
다사670353,5,성남시,도촌동
다사670354,5,성남시,도촌동
다사670355,5,성남시,도촌동
다사674356,5,성남시,도촌동
다사679352,5,성남시,도촌동
다사683351,5,성남시,도촌동
다사689352,5,성남시,도촌동
다사690350,5,성남시,도촌동
다사690351,5,성남시,도촌동
다사691350,5,성남시,도촌동
다사691351,5,성남시,도촌동
다사691353,5,성남시,도촌동
다사691354,5,성남시,도촌동
다사694350,5,성남시,도촌동
다사694352,5,성남시,도촌동
다사695351,5,성남시,도촌동
다사696351,5,성남시,도촌동
다사702348,5,성남시,도촌동
다사710360,5,성남시,도촌동
다사712360,5,성남시,도촌동
다사714361,5,성남시,도촌동
다사666353,N/A,성남시,도촌동
다사667355,N/A,성남시,도촌동
다사669355,N/A,성남시,도촌동
다사677353,N/A,성남시,도촌동
다사684351,N/A,성남시,도촌동
다사686350,N/A,성남시,도촌동
다사692353,N/A,성남시,도촌동
다사699349,N/A,성남시,도촌동
다사711360,N/A,성남시,도촌동
다사662324,77,성남시,백현동
다사657324,57,성남시,백현동
다사658324,50,성남시,백현동
다사661323,50,성남시,백현동
다사661324,48,성남시,백현동
다사661325,46,성남시,백현동
다사656323,45,성남시,백현동
다사663326,40,성남시,백현동
다사660321,38,성남시,백현동
다사659325,35,성남시,백현동
다사654323,31,성남시,백현동
다사658329,31,성남시,백현동
다사660325,31,성남시,백현동
다사658325,27,성남시,백현동
다사659326,27,성남시,백현동
다사662328,27,성남시,백현동
다사656322,26,성남시,백현동
다사656324,26,성남시,백현동
다사662325,26,성남시,백현동
다사658323,25,성남시,백현동
다사657325,24,성남시,백현동
다사657327,24,성남시,백현동
다사663328,24,성남시,백현동
다사655323,23,성남시,백현동
다사659322,22,성남시,백현동
다사659329,22,성남시,백현동
다사656325,21,성남시,백현동
다사658327,21,성남시,백현동
다사653323,20,성남시,백현동
다사659324,20,성남시,백현동
다사654322,19,성남시,백현동
다사658322,19,성남시,백현동
다사662327,19,성남시,백현동
다사657329,18,성남시,백현동
다사662329,18,성남시,백현동
다사653317,17,성남시,백현동
다사657323,17,성남시,백현동
다사663329,16,성남시,백현동
다사652328,15,성남시,백현동
다사654324,15,성남시,백현동
다사659327,15,성남시,백현동
다사654321,14,성남시,백현동
다사654325,14,성남시,백현동
다사657328,14,성남시,백현동
다사660322,14,성남시,백현동
다사663327,14,성남시,백현동
다사653322,13,성남시,백현동
다사659323,13,성남시,백현동
다사660324,13,성남시,백현동
다사660329,13,성남시,백현동
다사652318,12,성남시,백현동
다사657326,12,성남시,백현동
다사661327,12,성남시,백현동
다사653321,11,성남시,백현동
다사654327,11,성남시,백현동
다사655317,11,성남시,백현동
다사655322,11,성남시,백현동
다사656317,11,성남시,백현동
다사653320,9,성남시,백현동
다사655321,9,성남시,백현동
다사651316,8,성남시,백현동
다사652329,8,성남시,백현동
다사653319,8,성남시,백현동
다사653330,8,성남시,백현동
다사654320,8,성남시,백현동
다사655320,8,성남시,백현동
다사656319,8,성남시,백현동
다사658328,8,성남시,백현동
다사659328,8,성남시,백현동
다사660326,8,성남시,백현동
다사661326,8,성남시,백현동
다사662326,8,성남시,백현동
다사652319,6,성남시,백현동
다사653327,6,성남시,백현동
다사646327,5,성남시,백현동
다사652316,5,성남시,백현동
다사652317,5,성남시,백현동
다사652330,5,성남시,백현동
다사653316,5,성남시,백현동
다사653318,5,성남시,백현동
다사653328,5,성남시,백현동
다사653329,5,성남시,백현동
다사655324,5,성남시,백현동
다사655325,5,성남시,백현동
다사655326,5,성남시,백현동
다사656316,5,성남시,백현동
다사656318,5,성남시,백현동
다사656320,5,성남시,백현동
다사657320,5,성남시,백현동
다사657322,5,성남시,백현동
다사658318,5,성남시,백현동
다사658319,5,성남시,백현동
다사658320,5,성남시,백현동
다사658326,5,성남시,백현동
다사659320,5,성남시,백현동
다사660323,5,성남시,백현동
다사660327,5,성남시,백현동
다사661322,5,성남시,백현동
다사646328,N/A,성남시,백현동
다사654317,N/A,성남시,백현동
다사654318,N/A,성남시,백현동
다사655319,N/A,성남시,백현동
다사657321,N/A,성남시,백현동
다사658321,N/A,성남시,백현동
다사659321,N/A,성남시,백현동
다사662323,N/A,성남시,백현동
다사670404,17,성남시,복정동
다사671406,15,성남시,복정동
다사671403,12,성남시,복정동
다사670409,8,성남시,복정동
다사671396,8,성남시,복정동
다사671405,8,성남시,복정동
다사671409,8,성남시,복정동
다사672402,8,성남시,복정동
다사670402,7,성남시,복정동
다사670405,6,성남시,복정동
다사670397,5,성남시,복정동
다사670399,5,성남시,복정동
다사670406,5,성남시,복정동
다사671394,5,성남시,복정동
다사671397,5,성남시,복정동
다사671398,5,성남시,복정동
다사671402,5,성남시,복정동
다사671404,5,성남시,복정동
다사671407,5,성남시,복정동
다사671410,5,성남시,복정동
다사672396,5,성남시,복정동
다사672403,5,성남시,복정동
다사672404,5,성남시,복정동
다사672405,5,성남시,복정동
다사672406,5,성남시,복정동
다사672409,5,성남시,복정동
다사673394,5,성남시,복정동
다사673395,5,성남시,복정동
다사674395,5,성남시,복정동
다사686402,5,성남시,복정동
다사667393,N/A,성남시,복정동
다사667394,N/A,성남시,복정동
다사669399,N/A,성남시,복정동
다사670389,N/A,성남시,복정동
다사670395,N/A,성남시,복정동
다사670398,N/A,성남시,복정동
다사670403,N/A,성남시,복정동
다사670407,N/A,성남시,복정동
다사671393,N/A,성남시,복정동
다사671395,N/A,성남시,복정동
다사671408,N/A,성남시,복정동
다사672394,N/A,성남시,복정동
다사672395,N/A,성남시,복정동
다사673409,N/A,성남시,복정동
다사674394,N/A,성남시,복정동
다사672305,84,성남시,분당동
다사670303,75,성남시,분당동
다사674306,70,성남시,분당동
다사670301,67,성남시,분당동
다사672302,61,성남시,분당동
다사670304,59,성남시,분당동
다사673304,54,성남시,분당동
다사674304,54,성남시,분당동
다사672306,48,성남시,분당동
다사673303,45,성남시,분당동
다사670302,39,성남시,분당동
다사671303,33,성남시,분당동
다사679302,29,성남시,분당동
다사671305,28,성남시,분당동
다사675305,27,성남시,분당동
다사671301,26,성남시,분당동
다사669304,25,성남시,분당동
다사671302,25,성남시,분당동
다사668303,23,성남시,분당동
다사669303,23,성남시,분당동
다사673307,22,성남시,분당동
다사676304,22,성남시,분당동
다사684303,22,성남시,분당동
다사680302,19,성남시,분당동
다사683305,16,성남시,분당동
다사672303,15,성남시,분당동
다사674303,14,성남시,분당동
다사680303,14,성남시,분당동
다사682301,14,성남시,분당동
다사672304,13,성남시,분당동
다사675303,13,성남시,분당동
다사680301,13,성남시,분당동
다사682299,13,성남시,분당동
다사682303,13,성남시,분당동
다사686302,13,성남시,분당동
다사686300,12,성남시,분당동
다사699304,12,성남시,분당동
다사679301,11,성남시,분당동
다사684298,11,성남시,분당동
다사685304,11,성남시,분당동
다사687301,11,성남시,분당동
다사675301,8,성남시,분당동
다사676301,8,성남시,분당동
다사677299,8,성남시,분당동
다사681300,8,성남시,분당동
다사682297,8,성남시,분당동
다사682304,8,성남시,분당동
다사685298,8,성남시,분당동
다사685305,8,성남시,분당동
다사685307,8,성남시,분당동
다사686301,8,성남시,분당동
다사698302,8,성남시,분당동
다사684305,7,성남시,분당동
다사675304,6,성남시,분당동
다사678299,6,성남시,분당동
다사683304,6,성남시,분당동
다사673301,5,성남시,분당동
다사674302,5,성남시,분당동
다사676300,5,성남시,분당동
다사676302,5,성남시,분당동
다사677300,5,성남시,분당동
다사677301,5,성남시,분당동
다사677302,5,성남시,분당동
다사678300,5,성남시,분당동
다사678301,5,성남시,분당동
다사680300,5,성남시,분당동
다사681296,5,성남시,분당동
다사681299,5,성남시,분당동
다사681301,5,성남시,분당동
다사681303,5,성남시,분당동
다사682295,5,성남시,분당동
다사682296,5,성남시,분당동
다사682298,5,성남시,분당동
다사682302,5,성남시,분당동
다사682305,5,성남시,분당동
다사683296,5,성남시,분당동
다사683297,5,성남시,분당동
다사683298,5,성남시,분당동
다사683299,5,성남시,분당동
다사683300,5,성남시,분당동
다사683301,5,성남시,분당동
다사683303,5,성남시,분당동
다사683306,5,성남시,분당동
다사683307,5,성남시,분당동
다사684297,5,성남시,분당동
다사684299,5,성남시,분당동
다사684300,5,성남시,분당동
다사684302,5,성남시,분당동
다사684306,5,성남시,분당동
다사685299,5,성남시,분당동
다사685301,5,성남시,분당동
다사685303,5,성남시,분당동
다사685308,5,성남시,분당동
다사686299,5,성남시,분당동
다사686303,5,성남시,분당동
다사686304,5,성남시,분당동
다사686305,5,성남시,분당동
다사686307,5,성남시,분당동
다사686308,5,성남시,분당동
다사687300,5,성남시,분당동
다사687302,5,성남시,분당동
다사688303,5,성남시,분당동
다사689303,5,성남시,분당동
다사694298,5,성남시,분당동
다사695299,5,성남시,분당동
다사695300,5,성남시,분당동
다사696300,5,성남시,분당동
다사699303,5,성남시,분당동
다사699305,5,성남시,분당동
다사700307,5,성남시,분당동
다사676303,N/A,성남시,분당동
다사677298,N/A,성남시,분당동
다사683309,N/A,성남시,분당동
다사684307,N/A,성남시,분당동
다사685300,N/A,성남시,분당동
다사685302,N/A,성남시,분당동
다사685306,N/A,성남시,분당동
다사686290,N/A,성남시,분당동
다사686309,N/A,성남시,분당동
다사691293,N/A,성남시,분당동
다사697302,N/A,성남시,분당동
다사698303,N/A,성남시,분당동
다사700308,N/A,성남시,분당동
다사694396,42,성남시,산성동
다사689392,27,성남시,산성동
다사694398,27,성남시,산성동
다사694397,24,성남시,산성동
다사693396,20,성남시,산성동
다사690391,12,성남시,산성동
다사692396,12,성남시,산성동
다사689393,5,성남시,산성동
다사692391,5,성남시,산성동
다사693397,5,성남시,산성동
다사694395,5,성남시,산성동
다사694399,5,성남시,산성동
다사662335,78,성남시,삼평동
다사662331,48,성남시,삼평동
다사658331,42,성남시,삼평동
다사663330,40,성남시,삼평동
다사658341,39,성남시,삼평동
다사663331,39,성남시,삼평동
다사660331,37,성남시,삼평동
다사657341,34,성남시,삼평동
다사661331,34,성남시,삼평동
다사657332,31,성남시,삼평동
다사658337,31,성남시,삼평동
다사658339,31,성남시,삼평동
다사659331,31,성남시,삼평동
다사660332,31,성남시,삼평동
다사662332,31,성남시,삼평동
다사662337,31,성남시,삼평동
다사661342,30,성남시,삼평동
다사661343,29,성남시,삼평동
다사661337,27,성남시,삼평동
다사662336,27,성남시,삼평동
다사659330,26,성남시,삼평동
다사660342,26,성남시,삼평동
다사658343,24,성남시,삼평동
다사659342,22,성남시,삼평동
다사659335,21,성남시,삼평동
다사660343,21,성남시,삼평동
다사661339,21,성남시,삼평동
다사661341,21,성남시,삼평동
다사657340,20,성남시,삼평동
다사658342,20,성남시,삼평동
다사661336,19,성남시,삼평동
